"https://api.github.com/users/sverzakov","sverzakov",python,3
"https://api.github.com/users/jaeyounkim","jaeyounkim",python,3
"https://api.github.com/users/yongzhe2160","yongzhe2160",python,2
"https://api.github.com/users/pribalta","pribalta",python,2
"https://api.github.com/users/hylee817","hylee817",python,2
"https://api.github.com/users/andrefaraujo","andrefaraujo",python,2
"https://api.github.com/users/KimSSung","KimSSung",python,2
"https://api.github.com/users/ykate1998","ykate1998",python,1
"https://api.github.com/users/vishnubanna","vishnubanna",python,1
"https://api.github.com/users/twilightdema","twilightdema",python,1
"https://api.github.com/users/supersteph","supersteph",python,1
"https://api.github.com/users/saberkun","saberkun",python,1
"https://api.github.com/users/ruslo","ruslo",python,1
"https://api.github.com/users/revan","revan",python,1
"https://api.github.com/users/mle-els","mle-els",python,1
"https://api.github.com/users/huntr-helper","huntr-helper",python,1
"https://api.github.com/users/freezestudio","freezestudio",python,1
"https://api.github.com/users/bhack","bhack",python,1
"https://api.github.com/users/arashwan","arashwan",python,1
"https://api.github.com/users/ahaliu1","ahaliu1",python,1
"https://api.github.com/users/NivekNey","NivekNey",python,1
